code_module,code_presentation,id_student,date_registration,date_unregistration,id_assessment,date_first_assessment,date_submitted,is_banked,score,total_click_vle,average_click_vle,excellent_Score,active_in_VLE,student_engagementt,gender,region,highest_education,imd_band,age_band,studied_credits,disability,final_result,final_result_code,courses_per_term
AAA,2013J,94961,-170.0,72.0,1752,19,17.0,0.0,74.0,234,432.5,1,0,1,M,South Region,Lower Than A Level,70-80%,35-55,60,N,Withdrawn,0,1
AAA,2013J,98094,-107.0,,1752,19,18.0,0.0,62.0,1020,432.5,0,1,1,M,Wales,Lower Than A Level,70-80%,35-55,60,N,Pass,2,1
AAA,2013J,100893,-62.0,,1752,19,17.0,0.0,63.0,117,432.5,0,0,0,M,Yorkshire Region,A Level or Equivalent,20-30%,0-35,60,N,Pass,2,1
AAA,2013J,101781,-103.0,,1752,19,16.0,0.0,84.0,1256,432.5,1,1,1,M,South Region,Lower Than A Level,80-90%,35-55,60,N,Pass,2,1
AAA,2013J,102806,-107.0,,1752,19,19.0,0.0,80.0,444,432.5,1,1,1,M,North Western Region,A Level or Equivalent,30-40%,0-35,60,N,Pass,2,1
AAA,2013J,102952,-100.0,,1752,19,19.0,0.0,76.0,356,432.5,1,0,1,M,London Region,HE Qualification,60-70%,0-35,60,N,Pass,2,1
AAA,2013J,104476,-109.0,,1752,19,30.0,0.0,85.0,1099,432.5,1,1,1,M,Ireland,Post Graduate Qualification,,35-55,60,N,Pass,2,1
AAA,2013J,106247,5.0,175.0,1752,19,32.0,0.0,67.0,47,432.5,0,0,0,M,South Region,HE Qualification,80-90%,35-55,60,N,Withdrawn,0,1
AAA,2013J,106577,-107.0,,1752,19,18.0,0.0,57.0,296,432.5,0,0,0,M,East Midlands Region,Lower Than A Level,20-30%,0-35,60,N,Pass,2,1
AAA,2013J,110175,-110.0,,1752,19,18.0,0.0,66.0,194,432.5,0,0,0,M,East Anglian Region,HE Qualification,80-90%,35-55,60,N,Pass,2,1
AAA,2013J,111717,-43.0,,1752,19,10.0,0.0,80.0,581,432.5,1,1,1,F,East Anglian Region,HE Qualification,90-100%,35-55,60,N,Pass,2,1
AAA,2013J,113295,-26.0,,1752,19,19.0,0.0,81.0,703,432.5,1,1,1,M,Yorkshire Region,Lower Than A Level,60-70%,35-55,60,N,Pass,2,1
AAA,2013J,114017,-29.0,,1752,19,18.0,0.0,66.0,343,432.5,0,0,0,F,North Region,Post Graduate Qualification,,35-55,60,N,Pass,2,1
AAA,2013J,114999,-68.0,,1752,19,18.0,0.0,74.0,271,432.5,1,0,1,M,Yorkshire Region,HE Qualification,60-70%,35-55,60,N,Pass,2,1
AAA,2013J,116541,-68.0,,1752,19,19.0,0.0,76.0,333,432.5,1,0,1,M,Wales,HE Qualification,0-10%,0-35,60,N,Pass,2,1
AAA,2013J,116692,-32.0,,1752,19,16.0,0.0,72.0,472,432.5,1,1,1,M,East Anglian Region,A Level or Equivalent,70-80%,35-55,60,N,Pass,2,1
AAA,2013J,118983,-99.0,,1752,19,19.0,0.0,73.0,59,432.5,1,0,1,M,East Midlands Region,HE Qualification,30-40%,0-35,120,N,Pass,2,1
AAA,2013J,123044,-82.0,,1752,19,25.0,0.0,75.0,470,432.5,1,1,1,M,South Region,A Level or Equivalent,40-50%,35-55,60,N,Pass,2,1
AAA,2013J,127582,-31.0,,1752,19,26.0,0.0,69.0,171,432.5,0,0,0,F,East Midlands Region,A Level or Equivalent,40-50%,0-35,180,N,Pass,2,1
AAA,2013J,129955,-197.0,135.0,1752,19,18.0,0.0,85.0,307,432.5,1,0,1,M,West Midlands Region,A Level or Equivalent,50-60%,0-35,60,N,Withdrawn,0,1
AAA,2013J,132976,-75.0,,1752,19,18.0,0.0,63.0,143,432.5,0,0,0,F,East Anglian Region,Lower Than A Level,80-90%,35-55,120,N,Pass,2,1
AAA,2013J,134143,-96.0,,1752,19,18.0,0.0,87.0,554,432.5,1,1,1,F,South East Region,A Level or Equivalent,90-100%,35-55,60,N,Distinction,2,1
AAA,2013J,135335,-29.0,30.0,1752,19,,0.0,0.0,46,432.5,0,0,0,F,East Anglian Region,Lower Than A Level,20-30%,0-35,180,N,Withdrawn,0,1
AAA,2013J,135400,-32.0,144.0,1752,19,19.0,0.0,72.0,158,432.5,1,0,1,F,South East Region,Lower Than A Level,90-100%,35-55,60,Y,Withdrawn,0,1
AAA,2013J,137873,-195.0,,1752,19,15.0,0.0,72.0,734,432.5,1,1,1,M,South West Region,A Level or Equivalent,40-50%,35-55,60,N,Pass,2,1
AAA,2013J,141355,-61.0,,1752,19,19.0,0.0,77.0,489,432.5,1,1,1,F,East Midlands Region,A Level or Equivalent,30-40%,0-35,240,N,Pass,2,1
AAA,2013J,141377,-110.0,129.0,1752,19,54.0,0.0,45.0,7,432.5,0,0,0,M,South West Region,A Level or Equivalent,90-100%,0-35,345,N,Withdrawn,0,1
AAA,2013J,142326,-37.0,,1752,19,17.0,0.0,65.0,359,432.5,0,0,0,F,North Region,A Level or Equivalent,50-60%,35-55,60,N,Pass,2,1
AAA,2013J,144801,-67.0,,1752,19,19.0,0.0,61.0,874,432.5,0,1,1,F,South Region,HE Qualification,80-90%,35-55,60,N,Pass,2,1
AAA,2013J,145130,-36.0,,1752,19,19.0,0.0,75.0,215,432.5,1,0,1,M,South West Region,HE Qualification,60-70%,0-35,120,N,Pass,2,1
AAA,2013J,146188,-132.0,,1752,19,19.0,0.0,52.0,129,432.5,0,0,0,F,West Midlands Region,A Level or Equivalent,20-30%,0-35,60,Y,Fail,1,1
AAA,2013J,147756,-92.0,,1752,19,18.0,0.0,77.0,375,432.5,1,0,1,M,North Region,Lower Than A Level,60-70%,0-35,120,N,Fail,1,1
AAA,2013J,147793,-138.0,58.0,1752,19,32.0,0.0,52.0,19,432.5,0,0,0,F,North Region,Lower Than A Level,80-90%,0-35,90,N,Withdrawn,0,1
AAA,2013J,148993,-174.0,158.0,1752,19,25.0,0.0,68.0,667,432.5,0,1,1,F,North Western Region,A Level or Equivalent,30-40%,35-55,60,Y,Withdrawn,0,1
AAA,2013J,151358,-44.0,,1752,19,17.0,0.0,54.0,37,432.5,0,0,0,F,London Region,A Level or Equivalent,80-90%,0-35,150,N,Pass,2,1
AAA,2013J,155550,-16.0,,1752,19,19.0,0.0,75.0,421,432.5,1,0,1,M,London Region,A Level or Equivalent,0-10%,35-55,420,N,Pass,2,1
AAA,2013J,155854,-54.0,,1752,19,18.0,0.0,82.0,831,432.5,1,1,1,F,East Midlands Region,A Level or Equivalent,20-30%,35-55,60,N,Pass,2,1
AAA,2013J,155984,-64.0,191.0,1752,19,19.0,0.0,85.0,526,432.5,1,1,1,F,East Anglian Region,Lower Than A Level,70-80%,0-35,60,N,Withdrawn,0,1
AAA,2013J,157568,-52.0,,1752,19,18.0,0.0,79.0,364,432.5,1,0,1,F,South West Region,A Level or Equivalent,90-100%,0-35,60,N,Pass,2,1
AAA,2013J,159954,-46.0,123.0,1752,19,19.0,0.0,65.0,466,432.5,0,1,1,M,East Midlands Region,A Level or Equivalent,40-50%,35-55,60,N,Withdrawn,0,1
AAA,2013J,164259,-64.0,,1752,19,18.0,0.0,82.0,84,432.5,1,0,1,M,Scotland,A Level or Equivalent,70-80%,0-35,60,N,Pass,2,1
AAA,2013J,167906,-117.0,,1752,19,19.0,0.0,60.0,399,432.5,0,0,0,F,Yorkshire Region,A Level or Equivalent,40-50%,35-55,60,N,Pass,2,1
AAA,2013J,168936,-32.0,,1752,19,19.0,0.0,76.0,249,432.5,1,0,1,F,West Midlands Region,Lower Than A Level,10-20,35-55,60,N,Pass,2,1
AAA,2013J,172112,-50.0,,1752,19,19.0,0.0,60.0,289,432.5,0,0,0,M,Ireland,HE Qualification,,35-55,60,N,Pass,2,1
AAA,2013J,172797,-45.0,,1752,19,18.0,0.0,60.0,236,432.5,0,0,0,F,Ireland,A Level or Equivalent,,35-55,60,N,Pass,2,1
AAA,2013J,174782,-162.0,,1752,19,17.0,0.0,83.0,1183,432.5,1,1,1,M,East Anglian Region,HE Qualification,90-100%,55<=,60,N,Pass,2,1
AAA,2013J,175392,-195.0,,1752,19,16.0,0.0,85.0,1217,432.5,1,1,1,M,North Region,HE Qualification,,35-55,60,N,Pass,2,1
AAA,2013J,175932,-92.0,,1752,19,18.0,0.0,76.0,586,432.5,1,1,1,M,North Western Region,HE Qualification,70-80%,35-55,60,N,Pass,2,1
AAA,2013J,175991,-57.0,,1752,19,15.0,0.0,51.0,94,432.5,0,0,0,F,North Western Region,A Level or Equivalent,80-90%,0-35,180,N,Fail,1,1
AAA,2013J,180753,-64.0,,1752,19,18.0,0.0,61.0,504,432.5,0,1,1,M,South West Region,A Level or Equivalent,30-40%,0-35,120,N,Pass,2,1
AAA,2013J,181316,-39.0,60.0,1752,19,20.0,0.0,76.0,327,432.5,1,0,1,F,South West Region,A Level or Equivalent,80-90%,35-55,120,N,Withdrawn,0,1
AAA,2013J,183096,-128.0,,1752,19,19.0,0.0,57.0,594,432.5,0,1,1,F,South West Region,A Level or Equivalent,60-70%,0-35,60,N,Pass,2,1
AAA,2013J,183947,-32.0,,1752,19,19.0,0.0,67.0,210,432.5,0,0,0,M,London Region,A Level or Equivalent,10-20,0-35,180,N,Pass,2,1
AAA,2013J,184271,-74.0,,1752,19,18.0,0.0,65.0,349,432.5,0,0,0,M,South West Region,HE Qualification,80-90%,35-55,170,N,Pass,2,1
AAA,2013J,185439,-12.0,,1752,19,24.0,0.0,74.0,270,432.5,1,0,1,M,London Region,HE Qualification,10-20,0-35,120,N,Fail,1,1
AAA,2013J,186149,-109.0,,1752,19,33.0,0.0,85.0,825,432.5,1,1,1,M,Scotland,HE Qualification,30-40%,35-55,60,N,Pass,2,1
AAA,2013J,187100,-136.0,,1752,19,17.0,0.0,88.0,2265,432.5,1,1,1,M,South East Region,A Level or Equivalent,50-60%,35-55,60,N,Distinction,2,1
AAA,2013J,188278,-57.0,60.0,1752,19,19.0,0.0,76.0,969,432.5,1,1,1,M,Yorkshire Region,A Level or Equivalent,70-80%,35-55,120,N,Withdrawn,0,1
AAA,2013J,189879,-180.0,,1752,19,19.0,0.0,76.0,325,432.5,1,0,1,M,Scotland,A Level or Equivalent,90-100%,0-35,120,N,Pass,2,1
AAA,2013J,192183,-62.0,,1752,19,19.0,0.0,75.0,613,432.5,1,1,1,F,South West Region,Lower Than A Level,90-100%,0-35,60,N,Pass,2,1
AAA,2013J,195262,-45.0,185.0,1752,19,,0.0,0.0,141,432.5,0,0,0,M,London Region,A Level or Equivalent,90-100%,0-35,60,N,Withdrawn,0,1
AAA,2013J,200860,-54.0,,1752,19,18.0,0.0,69.0,221,432.5,0,0,0,M,London Region,Lower Than A Level,50-60%,35-55,60,N,Pass,2,1
AAA,2013J,202635,-73.0,166.0,1752,19,27.0,0.0,68.0,587,432.5,0,1,1,F,Wales,A Level or Equivalent,30-40%,0-35,60,N,Withdrawn,0,1
AAA,2013J,205350,-68.0,,1752,19,19.0,0.0,75.0,571,432.5,1,1,1,M,South West Region,HE Qualification,80-90%,35-55,60,N,Pass,2,1
AAA,2013J,205719,-51.0,,1752,19,19.0,0.0,67.0,233,432.5,0,0,0,M,East Anglian Region,A Level or Equivalent,40-50%,0-35,90,Y,Fail,1,1
AAA,2013J,227499,-169.0,,1752,19,19.0,0.0,84.0,712,432.5,1,1,1,F,London Region,A Level or Equivalent,10-20,35-55,60,N,Distinction,2,1
AAA,2013J,227517,-172.0,,1752,19,18.0,0.0,63.0,563,432.5,0,1,1,M,Ireland,HE Qualification,,0-35,180,N,Fail,1,1
AAA,2013J,228082,-31.0,,1752,19,19.0,0.0,58.0,73,432.5,0,0,0,M,London Region,HE Qualification,60-70%,0-35,60,N,Pass,2,1
AAA,2013J,228222,-108.0,,1752,19,19.0,0.0,71.0,69,432.5,1,0,1,M,East Midlands Region,Lower Than A Level,50-60%,0-35,60,N,Pass,2,1
AAA,2013J,229179,-165.0,,1752,19,19.0,0.0,64.0,200,432.5,0,0,0,M,West Midlands Region,A Level or Equivalent,20-30%,0-35,60,N,Pass,2,1
AAA,2013J,229361,-58.0,,1752,19,18.0,0.0,81.0,139,432.5,1,0,1,M,East Midlands Region,A Level or Equivalent,50-60%,0-35,60,N,Pass,2,1
AAA,2013J,231554,-29.0,,1752,19,19.0,0.0,80.0,468,432.5,1,1,1,M,London Region,A Level or Equivalent,40-50%,0-35,240,N,Pass,2,1
AAA,2013J,235507,-79.0,109.0,1752,19,18.0,0.0,65.0,154,432.5,0,0,0,M,Yorkshire Region,A Level or Equivalent,90-100%,0-35,240,N,Withdrawn,0,1
AAA,2013J,236284,2.0,,1752,19,23.0,0.0,85.0,125,432.5,1,0,1,M,Scotland,Post Graduate Qualification,90-100%,0-35,60,N,Pass,2,1
AAA,2013J,238007,-151.0,,1752,19,19.0,0.0,83.0,429,432.5,1,0,1,M,South Region,HE Qualification,90-100%,55<=,60,N,Pass,2,1
AAA,2013J,240712,-45.0,,1752,19,19.0,0.0,82.0,60,432.5,1,0,1,M,London Region,HE Qualification,80-90%,0-35,80,N,Pass,2,1
AAA,2013J,240884,-47.0,,1752,19,18.0,0.0,74.0,161,432.5,1,0,1,M,South Region,A Level or Equivalent,90-100%,0-35,120,N,Pass,2,1
AAA,2013J,241649,-50.0,,1752,19,16.0,0.0,85.0,586,432.5,1,1,1,M,East Anglian Region,HE Qualification,90-100%,35-55,60,N,Pass,2,1
AAA,2013J,241729,-31.0,,1752,19,19.0,0.0,51.0,259,432.5,0,0,0,F,East Midlands Region,HE Qualification,60-70%,35-55,60,N,Fail,1,1
AAA,2013J,242793,-36.0,,1752,19,18.0,0.0,66.0,158,432.5,0,0,0,M,London Region,HE Qualification,20-30%,35-55,60,N,Pass,2,1
AAA,2013J,246834,-16.0,,1752,19,18.0,0.0,60.0,355,432.5,0,0,0,M,South West Region,A Level or Equivalent,90-100%,35-55,60,N,Pass,2,1
AAA,2013J,248270,-198.0,,1752,19,19.0,0.0,77.0,618,432.5,1,1,1,M,North Western Region,Lower Than A Level,20-30%,0-35,90,N,Pass,2,1
AAA,2013J,255548,-103.0,,1752,19,19.0,0.0,84.0,985,432.5,1,1,1,M,Wales,Lower Than A Level,20-30%,35-55,60,N,Pass,2,1
AAA,2013J,256815,-117.0,,1752,19,37.0,0.0,71.0,133,432.5,1,0,1,M,North Western Region,HE Qualification,10-20,0-35,120,N,Pass,2,1
AAA,2013J,258392,-68.0,,1752,19,18.0,0.0,58.0,246,432.5,0,0,0,F,West Midlands Region,Lower Than A Level,30-40%,0-35,60,N,Pass,2,1
AAA,2013J,258894,-172.0,,1752,19,19.0,0.0,58.0,696,432.5,0,1,1,F,East Anglian Region,Lower Than A Level,70-80%,35-55,60,N,Pass,2,1
AAA,2013J,260355,-186.0,170.0,1752,19,21.0,0.0,55.0,100,432.5,0,0,0,F,London Region,A Level or Equivalent,80-90%,35-55,60,N,Withdrawn,0,1
AAA,2013J,262011,-145.0,,1752,19,18.0,0.0,60.0,352,432.5,0,0,0,M,East Midlands Region,A Level or Equivalent,20-30%,35-55,60,N,Pass,2,1
AAA,2013J,262934,-191.0,,1752,19,18.0,0.0,81.0,800,432.5,1,1,1,F,North Western Region,A Level or Equivalent,30-40%,35-55,60,N,Pass,2,1
AAA,2013J,268073,-33.0,,1752,19,18.0,0.0,64.0,631,432.5,0,1,1,M,East Anglian Region,A Level or Equivalent,10-20,35-55,90,N,Fail,1,1
AAA,2013J,268733,-17.0,187.0,1752,19,29.0,0.0,51.0,50,432.5,0,0,0,M,East Anglian Region,A Level or Equivalent,30-40%,0-35,180,N,Withdrawn,0,1
AAA,2013J,271251,-68.0,,1752,19,19.0,0.0,80.0,856,432.5,1,1,1,M,Scotland,A Level or Equivalent,80-90%,35-55,60,N,Pass,2,1
AAA,2013J,277880,-108.0,177.0,1752,19,20.0,0.0,70.0,953,432.5,1,1,1,F,South East Region,A Level or Equivalent,60-70%,0-35,60,N,Withdrawn,0,1
AAA,2013J,279572,-138.0,,1752,19,18.0,0.0,79.0,362,432.5,1,0,1,M,London Region,Lower Than A Level,40-50%,0-35,60,N,Distinction,2,1
AAA,2013J,281022,-74.0,,1752,19,18.0,0.0,70.0,132,432.5,1,0,1,F,Scotland,A Level or Equivalent,30-40%,0-35,150,N,Pass,2,1
AAA,2013J,281250,-64.0,,1752,19,18.0,0.0,63.0,79,432.5,0,0,0,M,Wales,Lower Than A Level,70-80%,35-55,60,N,Fail,1,1
AAA,2013J,281589,-50.0,,1752,19,,0.0,0.0,49,432.5,0,0,0,M,North Western Region,HE Qualification,30-40%,0-35,60,N,Fail,1,1
AAA,2013J,282821,-107.0,,1752,19,19.0,0.0,61.0,728,432.5,0,1,1,M,South West Region,A Level or Equivalent,30-40%,35-55,60,N,Pass,2,1
AAA,2013J,286488,-8.0,,1752,19,18.0,0.0,55.0,109,432.5,0,0,0,M,South East Region,A Level or Equivalent,90-100%,35-55,60,N,Pass,2,1
AAA,2013J,287548,-52.0,,1752,19,21.0,0.0,69.0,191,432.5,0,0,0,M,East Anglian Region,A Level or Equivalent,90-100%,0-35,120,N,Pass,2,1
AAA,2013J,290201,-96.0,,1752,19,18.0,0.0,78.0,487,432.5,1,1,1,M,Wales,A Level or Equivalent,20-30%,0-35,60,N,Pass,2,1
AAA,2013J,290757,-141.0,,1752,19,18.0,0.0,75.0,131,432.5,1,0,1,M,North Western Region,A Level or Equivalent,30-40%,0-35,60,N,Pass,2,1
AAA,2013J,291334,-132.0,,1752,19,18.0,0.0,85.0,1240,432.5,1,1,1,M,South East Region,A Level or Equivalent,90-100%,35-55,60,N,Distinction,2,1
AAA,2013J,293699,-27.0,,1752,19,,0.0,0.0,6,432.5,0,0,0,M,East Midlands Region,A Level or Equivalent,70-80%,0-35,120,N,Pass,2,1
AAA,2013J,294570,-80.0,,1752,19,16.0,0.0,72.0,430,432.5,1,0,1,M,South East Region,HE Qualification,90-100%,55<=,60,N,Pass,2,1
AAA,2013J,294594,-145.0,,1752,19,18.0,0.0,61.0,172,432.5,0,0,0,M,South East Region,A Level or Equivalent,90-100%,0-35,60,N,Pass,2,1
AAA,2013J,295741,-17.0,,1752,19,18.0,0.0,38.0,226,432.5,0,0,0,M,South East Region,A Level or Equivalent,40-50%,35-55,240,N,Fail,1,1
AAA,2013J,296332,-115.0,,1752,19,18.0,0.0,91.0,598,432.5,1,1,1,M,South Region,Post Graduate Qualification,90-100%,55<=,60,N,Distinction,2,1
AAA,2013J,298696,-32.0,,1752,19,19.0,0.0,77.0,185,432.5,1,0,1,F,South East Region,HE Qualification,80-90%,0-35,60,N,Pass,2,1
AAA,2013J,300398,-59.0,,1752,19,20.0,0.0,82.0,616,432.5,1,1,1,M,West Midlands Region,A Level or Equivalent,30-40%,35-55,60,N,Pass,2,1
AAA,2013J,302302,-83.0,,1752,19,18.0,0.0,58.0,153,432.5,0,0,0,F,East Anglian Region,A Level or Equivalent,40-50%,0-35,60,N,Fail,1,1
AAA,2013J,305152,-18.0,,1752,19,19.0,0.0,64.0,111,432.5,0,0,0,M,North Western Region,A Level or Equivalent,70-80%,0-35,60,N,Fail,1,1
AAA,2013J,305386,-66.0,,1752,19,19.0,0.0,75.0,529,432.5,1,1,1,M,West Midlands Region,A Level or Equivalent,70-80%,0-35,120,Y,Pass,2,1
AAA,2013J,306107,-107.0,,1752,19,18.0,0.0,73.0,148,432.5,1,0,1,M,West Midlands Region,A Level or Equivalent,50-60%,35-55,120,N,Pass,2,1
AAA,2013J,306466,-58.0,,1752,19,7.0,0.0,81.0,363,432.5,1,0,1,M,East Anglian Region,A Level or Equivalent,90-100%,35-55,60,N,Pass,2,1
AAA,2013J,306897,-123.0,,1752,19,16.0,0.0,72.0,951,432.5,1,1,1,F,London Region,A Level or Equivalent,10-20,0-35,60,N,Pass,2,1
AAA,2013J,307061,-31.0,,1752,19,19.0,0.0,82.0,247,432.5,1,0,1,F,East Midlands Region,HE Qualification,10-20,0-35,60,N,Pass,2,1
AAA,2013J,307866,-107.0,,1752,19,19.0,0.0,47.0,393,432.5,0,0,0,M,West Midlands Region,A Level or Equivalent,70-80%,0-35,60,N,Pass,2,1
AAA,2013J,311917,-121.0,,1752,19,18.0,0.0,55.0,540,432.5,0,1,1,M,South West Region,A Level or Equivalent,60-70%,55<=,120,N,Pass,2,1
AAA,2013J,312537,-79.0,,1752,19,19.0,0.0,88.0,2982,432.5,1,1,1,M,South Region,Post Graduate Qualification,90-100%,55<=,60,N,Distinction,2,1
AAA,2013J,312782,-59.0,,1752,19,18.0,0.0,89.0,108,432.5,1,0,1,M,South Region,A Level or Equivalent,90-100%,0-35,60,N,Pass,2,1
AAA,2013J,318933,-100.0,,1752,19,16.0,0.0,70.0,421,432.5,1,0,1,F,East Anglian Region,HE Qualification,80-90%,0-35,120,N,Pass,2,1
AAA,2013J,319047,-47.0,,1752,19,26.0,0.0,77.0,846,432.5,1,1,1,F,East Midlands Region,A Level or Equivalent,50-60%,0-35,60,N,Pass,2,1
AAA,2013J,321942,-67.0,,1752,19,17.0,0.0,82.0,2261,432.5,1,1,1,M,South Region,HE Qualification,90-100%,55<=,60,N,Pass,2,1
AAA,2013J,324002,-32.0,,1752,19,19.0,0.0,85.0,603,432.5,1,1,1,M,East Anglian Region,HE Qualification,40-50%,35-55,60,N,Pass,2,1
AAA,2013J,324084,-165.0,,1752,19,16.0,0.0,58.0,335,432.5,0,0,0,F,South West Region,A Level or Equivalent,10-20,35-55,60,N,Pass,2,1
AAA,2013J,324282,-32.0,,1752,19,18.0,0.0,38.0,58,432.5,0,0,0,M,South East Region,A Level or Equivalent,90-100%,0-35,120,N,Pass,2,1
AAA,2013J,331358,-67.0,53.0,1752,19,18.0,0.0,84.0,1253,432.5,1,1,1,F,South Region,HE Qualification,90-100%,35-55,60,N,Withdrawn,0,1
AAA,2013J,332789,-64.0,,1752,19,18.0,0.0,69.0,288,432.5,0,0,0,F,East Anglian Region,A Level or Equivalent,60-70%,35-55,60,N,Pass,2,1
AAA,2013J,333059,-103.0,,1752,19,19.0,0.0,72.0,45,432.5,1,0,1,M,Scotland,A Level or Equivalent,20-30%,0-35,120,N,Pass,2,1
AAA,2013J,333323,-53.0,,1752,19,19.0,0.0,77.0,168,432.5,1,0,1,M,Scotland,HE Qualification,80-90%,0-35,60,N,Pass,2,1
AAA,2013J,334259,-32.0,,1752,19,19.0,0.0,57.0,243,432.5,0,0,0,F,London Region,A Level or Equivalent,50-60%,0-35,150,N,Fail,1,1
AAA,2013J,334333,-192.0,65.0,1752,19,18.0,0.0,36.0,238,432.5,0,0,0,F,South West Region,A Level or Equivalent,0-10%,0-35,240,Y,Withdrawn,0,1
AAA,2013J,335764,-196.0,160.0,1752,19,19.0,0.0,86.0,852,432.5,1,1,1,F,South East Region,A Level or Equivalent,20-30%,0-35,60,N,Withdrawn,0,1
AAA,2013J,336207,-110.0,,1752,19,17.0,0.0,71.0,440,432.5,1,1,1,M,East Anglian Region,A Level or Equivalent,90-100%,0-35,120,N,Pass,2,1
AAA,2013J,339972,-57.0,,1752,19,16.0,0.0,68.0,115,432.5,0,0,0,M,North Region,A Level or Equivalent,80-90%,0-35,60,N,Pass,2,1
AAA,2013J,341872,48.0,,1752,19,58.0,0.0,64.0,0,432.5,0,0,0,M,East Anglian Region,Lower Than A Level,40-50%,0-35,180,N,Fail,1,1
AAA,2013J,342007,-71.0,51.0,1752,19,20.0,0.0,75.0,583,432.5,1,1,1,F,West Midlands Region,HE Qualification,70-80%,0-35,60,N,Withdrawn,0,1
AAA,2013J,342514,-81.0,,1752,19,12.0,0.0,68.0,489,432.5,0,1,1,M,Scotland,Lower Than A Level,50-60%,55<=,60,N,Pass,2,1
AAA,2013J,342972,-60.0,,1752,19,14.0,0.0,62.0,284,432.5,0,0,0,M,Yorkshire Region,HE Qualification,0-10%,0-35,60,N,Pass,2,1
AAA,2013J,343446,-49.0,,1752,19,19.0,0.0,74.0,707,432.5,1,1,1,M,Ireland,HE Qualification,70-80%,35-55,120,N,Pass,2,1
